"V1"	"V2"	"V3"	"V4"
"vimss"	" 3474901"	"alanine"	"   16895"	"alanine"
"vimss"	" 3474902"	""	"   16896"	""
"vimss"	" 3474904"	"xylose 2"	"   16897"	"xylose 2"
"vimss"	" 3474909"	"alanine"	"   16898"	"alanine"
"vimss"	" 3474910"	""	"   16899"	""
"vimss"	" 3474911"	""	"   16900"	""
"vimss"	" 3474912"	""	"   16901"	""
"vimss"	" 3474913"	""	"   16902"	""
"vimss"	" 3474914"	""	"   16903"	""
"vimss"	" 3474915"	""	"   16904"	""
"vimss"	" 3474916"	""	"   16905"	""
"vimss"	" 3474917"	""	"   16906"	""
"vimss"	" 3474918"	""	"   16907"	""
"vimss"	" 3474919"	""	"   16908"	""
"vimss"	" 3474920"	""	"   16909"	""
"vimss"	" 3474921"	""	"   16910"	""
"vimss"	" 3474922"	"adenosine-5-monophosphate"	"   16911"	"adenosine-5-monophosphate"
"vimss"	" 3474923"	""	" 3446206"	""
"vimss"	" 3474924"	""	"   16912"	""
"vimss"	" 3474925"	""	"   16913"	""
"vimss"	" 3474926"	""	"   16914"	""
"vimss"	" 3474927"	""	"   16915"	""
"vimss"	" 3474928"	""	"   16916"	""
"vimss"	" 3474929"	"adenosine-5-monophosphate"	"   16917"	""
"vimss"	" 3474932"	""	"   16918"	""
"vimss"	" 3474933"	""	"   16919"	""
"vimss"	" 3474934"	""	"   16920"	""
"vimss"	" 3474935"	"aspartic acid"	"   16921"	"aspartic acid"
"vimss"	" 3474936"	""	"   16922"	""
"vimss"	" 3474937"	""	"   16923"	""
"vimss"	" 3474938"	""	"   16924"	""
"vimss"	" 3474939"	"glycine"	"   16925"	""
"vimss"	" 3474940"	""	"   16926"	""
"vimss"	" 3474941"	""	"   16927"	""
"vimss"	" 3474942"	""	"   16928"	""
"vimss"	" 3474943"	""	"   16929"	""
"vimss"	" 3474944"	""	" 7497362"	""
"vimss"	" 3474947"	""	"   16932"	""
"vimss"	" 3474948"	""	"   16933"	""
"vimss"	" 3474973"	""	"   16945"	""
"vimss"	" 3474974"	"xanthine"	"   16946"	"xanthine"
"vimss"	" 3474975"	"xanthine"	"   16947"	"xanthine"
"vimss"	" 3474976"	""	"   16948"	""
"vimss"	" 3474977"	""	"   16949"	""
"vimss"	" 3474978"	""	" 1936874"	""
"vimss"	" 3474979"	""	"   16951"	""
"vimss"	" 3474980"	""	"   16952"	""
"vimss"	" 3474981"	""	"   16953"	""
"vimss"	" 3474982"	""	"   16954"	""
"vimss"	" 3474983"	""	"   16955"	""
"vimss"	" 3474984"	""	"   16956"	""
"vimss"	" 3474985"	""	"   16957"	""
"vimss"	" 3474986"	""	"   16958"	""
"vimss"	" 3474987"	"oxalic acid"	"   16959"	""
"vimss"	" 3474988"	""	"   16960"	""
"vimss"	" 3474989"	""	"   16961"	""
"vimss"	" 3474990"	""	"   16962"	""
"vimss"	" 3474991"	"xanthine"	"   16963"	"xanthine"
"vimss"	" 3474992"	""	" 1936879"	""
"vimss"	" 3474993"	""	"   16966"	""
"vimss"	" 3474994"	""	"   16967"	""
"vimss"	" 3474995"	""	"   16968"	""
"vimss"	" 3474996"	""	"   16969"	""
"vimss"	" 3474997"	"adenosine-5-monophosphate"	"   16970"	"adenosine-5-monophosphate"
"vimss"	" 3474998"	""	"   16971"	""
"vimss"	" 3474999"	""	"   16972"	""
"vimss"	" 3475000"	""	"   16973"	""
"vimss"	" 3475001"	""	"   16974"	""
"vimss"	" 3475002"	""	"   16975"	""
"vimss"	" 3475003"	""	"   16976"	""
"vimss"	" 3475005"	""	"   16978"	""
"vimss"	" 3475006"	""	"   16979"	""
"vimss"	" 3475007"	""	"   16980"	""
"vimss"	" 3475008"	"glucose-6-phosphate 1"	"   16981"	"glucose-6-phosphate 1"
"vimss"	" 3475009"	""	"   16982"	""
"vimss"	" 3475010"	"glycine"	"   16983"	"glycine"
"vimss"	" 3475011"	""	"   16984"	""
"vimss"	" 3475012"	"glycine"	"   16985"	"glycine"
"vimss"	" 3475013"	"leucine"	"   16986"	"leucine"
"vimss"	" 3475014"	"leucine"	"   16987"	"leucine"
"vimss"	" 3475015"	""	"   16988"	""
"vimss"	" 3475016"	""	"   16989"	""
"vimss"	" 3475017"	""	"   16990"	""
"vimss"	" 3475019"	"phosphoric acid"	"   16991"	"phosphoric acid"
"vimss"	" 3475021"	"3-phosphoglycerate"	"   16992"	"3-phosphoglycerate"
"vimss"	" 3475022"	""	"   16993"	""
"vimss"	" 3475024"	""	"   16995"	""
"vimss"	" 3475025"	""	"   16996"	""
"vimss"	" 3475026"	""	"   16997"	""
"vimss"	" 3475027"	""	"   16998"	""
"vimss"	" 3475028"	"malic acid"	"   16999"	""
"vimss"	" 3475029"	""	"   17000"	""
"vimss"	" 3475030"	""	"   17001"	""
"vimss"	" 3475031"	""	"   17002"	""
"vimss"	" 3475032"	""	"   17003"	""
"vimss"	" 3475033"	""	"   17004"	""
"vimss"	" 3475034"	"3-phosphoglycerate"	"   17005"	"3-phosphoglycerate"
"vimss"	" 3475035"	"GABA"	"   17006"	"GABA , phosphoric acid"
"vimss"	" 3475036"	""	"   17007"	""
"vimss"	" 3475037"	""	"   17008"	""
"vimss"	" 3475038"	"phosphoric acid"	"   17009"	"phosphoric acid"
"vimss"	" 3475039"	""	" 1936889"	""
"vimss"	" 3475040"	"mannose-6-phosphate NIST"	"   17012"	"mannose-6-phosphate NIST"
"vimss"	" 3475043"	""	" 1936890"	""
"vimss"	" 3475044"	""	"   17015"	""
"vimss"	" 3475045"	"putrescine"	"   17016"	"putrescine"
"vimss"	" 3475046"	""	"   17017"	""
"vimss"	" 3475047"	""	"   17018"	""
"vimss"	" 3475049"	"methionine"	"   17021"	"methionine"
"vimss"	" 3475051"	""	"   17022"	""
"vimss"	" 3475052"	""	"   17023"	""
"vimss"	" 3475053"	""	"   17024"	""
"vimss"	" 3475054"	""	"   17025"	""
"vimss"	" 3475055"	"glutathione"	"   17026"	"glutathione"
"vimss"	" 3475056"	""	"   17027"	""
"vimss"	" 3475057"	""	"   17028"	""
"vimss"	" 3475060"	""	"   17029"	""
"vimss"	" 3475061"	""	"   17030"	""
"vimss"	" 3475062"	""	"   17031"	""
"vimss"	" 3475063"	""	"   17032"	""
"vimss"	" 3475064"	"phosphoric acid"	"   17033"	"phosphoric acid"
"vimss"	" 3475065"	"methionine"	"   17034"	"methionine"
"vimss"	" 3475066"	""	"   17035"	""
"vimss"	" 3475067"	"aspartic acid"	"   17036"	"aspartic acid"
"vimss"	" 3475068"	""	"   17037"	""
"vimss"	" 3475070"	""	"   17038"	""
"vimss"	" 3475071"	""	"   17039"	""
"vimss"	" 3475072"	""	"   17040"	""
"vimss"	" 3475074"	"xylose 2"	"   17042"	"xylose 2"
"vimss"	" 3475075"	""	"   17043"	""
"vimss"	" 3475076"	"ornithine 3TMS minor"	"   17044"	""
"vimss"	" 3475077"	""	"   17045"	""
"vimss"	" 3475079"	""	"   17046"	""
"vimss"	" 3475090"	""	"   17049"	""
"vimss"	" 3475091"	""	"   17050"	""
"vimss"	" 3475092"	""	" 1936902"	""
"vimss"	" 3475097"	""	"   17053"	""
"vimss"	" 3475099"	"malic acid"	"   17054"	"malic acid"
"vimss"	" 3475100"	""	"   17055"	""
"vimss"	" 3475101"	""	" 1936903"	""
"vimss"	" 3475102"	""	" 1936904"	""
"vimss"	" 3475103"	""	"   17057"	""
"vimss"	" 3475104"	""	"   17058"	""
"vimss"	" 3475114"	""	" 1936905"	""
"vimss"	" 3475115"	""	"   17062"	""
"vimss"	" 3475116"	""	"   17063"	""
"vimss"	" 3475117"	""	"   17064"	""
"vimss"	" 3475118"	""	"   17065"	""
"vimss"	" 3475119"	"glutathione , glutathione"	"   17066"	"glutathione"
"vimss"	" 3475120"	"glutathione"	"   17067"	"glutathione"
"vimss"	" 3475121"	""	"   17068"	""
"vimss"	" 3475122"	""	"   17069"	""
"vimss"	" 3475123"	""	"   17070"	""
"vimss"	" 3475124"	""	"   17071"	""
"vimss"	" 3475125"	""	"   17072"	""
"vimss"	" 3475126"	""	"   17073"	""
"vimss"	" 3475127"	""	"   17074"	""
"vimss"	" 3475128"	""	"   17075"	""
"vimss"	" 3475129"	""	"   17076"	""
"vimss"	" 3475131"	""	"   17078"	""
"vimss"	" 3475132"	""	"   17079"	""
"vimss"	" 3475133"	""	"   17080"	""
"vimss"	" 3475135"	""	"   17082"	""
"vimss"	" 3475136"	""	"   17083"	""
"vimss"	" 3475137"	"cystathionine 4TMS NIST"	"   17085"	"cystathionine 4TMS NIST"
"vimss"	" 3475138"	""	"   17086"	""
"vimss"	" 3475139"	""	"   17087"	""
"vimss"	" 3475140"	"methionine"	"   17088"	""
"vimss"	" 3475141"	""	"   17089"	""
"vimss"	" 3475142"	""	" 1936911"	""
"vimss"	" 3475143"	""	"   17091"	""
"vimss"	" 3475144"	""	" 1936912"	""
"vimss"	" 3475145"	""	"   17093"	""
"vimss"	" 3475146"	""	"   17094"	""
"vimss"	" 3475147"	""	"   17095"	""
"vimss"	" 3475148"	""	"   17096"	""
"vimss"	" 3475149"	""	"   17097"	""
"vimss"	" 3475150"	""	"   17098"	""
"vimss"	" 3475151"	""	" 1936913"	""
"vimss"	" 3475152"	""	"   17100"	""
"vimss"	" 3475153"	""	"   17101"	""
"vimss"	" 3475154"	""	"   17102"	""
"vimss"	" 3475155"	""	"   17103"	""
"vimss"	" 3475156"	""	"   17104"	""
"vimss"	" 3475157"	""	"   17105"	""
"vimss"	" 3475158"	""	"   17106"	""
"vimss"	" 3475159"	""	"   17107"	""
"vimss"	" 3475160"	""	"   17108"	""
"vimss"	" 3475161"	""	"   17109"	""
"vimss"	" 3475162"	"adenosine-5-monophosphate"	"   17110"	"adenosine-5-monophosphate"
"vimss"	" 3475163"	""	"   17111"	""
"vimss"	" 3475164"	""	"   17113"	""
"vimss"	" 3475165"	""	"   17114"	""
"vimss"	" 3475166"	""	"   17115"	""
"vimss"	" 3475167"	""	"   17116"	""
"vimss"	" 3475169"	""	"   17117"	""
"vimss"	" 3475170"	""	"   17118"	""
"vimss"	" 3475171"	""	"   17119"	""
"vimss"	" 3475173"	""	"   17123"	""
"vimss"	" 3475174"	""	"   17124"	""
"vimss"	" 3475175"	""	"   17125"	""
"vimss"	" 3475176"	""	"   17126"	""
"vimss"	" 3475180"	"glyceric acid"	"   17128"	"glyceric acid"
"vimss"	" 3475181"	""	"   17129"	""
"vimss"	" 3475182"	""	"   17130"	""
"vimss"	" 3475183"	""	"   17131"	""
"vimss"	" 3475184"	"phosphoric acid , phosphoethanolamine"	"   17132"	""
"vimss"	" 3475186"	"phosphoric acid"	"   17133"	"phosphoric acid"
"vimss"	" 3475187"	""	"   17134"	""
"vimss"	" 3475188"	"glycerol-alpha-phosphate"	"   17135"	"glycerol-alpha-phosphate"
"vimss"	" 3475189"	""	"   17136"	""
"vimss"	" 3475192"	""	"   17137"	""
"vimss"	" 3475193"	""	"   17138"	""
"vimss"	" 3475194"	""	"   17139"	""
"vimss"	" 3475195"	""	"   17140"	""
"vimss"	" 3475196"	"putrescine"	"   17141"	"putrescine"
"vimss"	" 3475197"	""	"   17142"	""
"vimss"	" 3475199"	""	"   17143"	""
"vimss"	" 3475200"	""	"   17144"	""
"vimss"	" 3475202"	""	"   17145"	""
"vimss"	" 3475203"	""	"   17146"	""
"vimss"	" 3475204"	""	"   17147"	""
"vimss"	" 3475206"	"putrescine"	"   17148"	"putrescine"
"vimss"	" 3475207"	""	"   17149"	""
"vimss"	" 3475208"	""	"   17150"	""
"vimss"	" 3475209"	"galactose"	" 1936924"	"galactose"
"vimss"	" 3475210"	""	"   17152"	"galactose"
"vimss"	" 3475211"	""	" 1936925"	""
"vimss"	" 3475212"	""	"   17154"	""
"vimss"	" 3475213"	""	"   17155"	""
"vimss"	" 3475214"	""	"   17156"	""
"vimss"	" 3475215"	""	"   17157"	""
"vimss"	" 3475216"	""	"   17158"	""
"vimss"	" 3475217"	""	"   17159"	""
"vimss"	" 3475218"	""	"   17160"	""
"vimss"	" 3475219"	""	"   17161"	""
"vimss"	" 3475220"	""	"   17162"	""
"vimss"	" 3475222"	""	" 1936929"	""
"vimss"	" 3475225"	""	"   17165"	""
"vimss"	" 3475226"	""	"   17166"	""
"vimss"	" 3475227"	""	"   17167"	""
"vimss"	" 3475228"	""	"   17168"	""
"vimss"	" 3475233"	""	"   17169"	""
"vimss"	" 3475234"	""	"   17170"	""
"vimss"	" 3475235"	""	"   17171"	""
"vimss"	" 3475237"	""	"   17172"	""
"vimss"	" 3475238"	""	"   17173"	""
"vimss"	" 3475239"	""	"   17174"	""
"vimss"	" 3475240"	""	"   17175"	""
"vimss"	" 3475241"	""	"   17176"	""
"vimss"	" 3475242"	""	"   17177"	""
"vimss"	" 3475244"	""	"   17178"	""
"vimss"	" 3475246"	""	"   17179"	""
"vimss"	" 3475247"	""	"   17180"	""
"vimss"	" 3475248"	""	"   17181"	""
"vimss"	" 3475249"	""	"   17182"	""
"vimss"	" 3475250"	""	" 1936934"	""
"vimss"	" 3475251"	""	" 1936935"	""
"vimss"	" 3475252"	"serine"	" 1936936"	"serine"
"vimss"	" 3475253"	""	"   17187"	""
"vimss"	" 3475254"	""	" 1936938"	"glycine"
"vimss"	" 3475255"	""	"   17189"	""
"vimss"	" 3475256"	""	"   17190"	""
"vimss"	" 3475257"	"serine"	"   17191"	"serine"
"vimss"	" 3475258"	""	"   17192"	""
"vimss"	" 3475259"	""	"   17193"	""
"vimss"	" 3475261"	""	"   17194"	""
"vimss"	" 3475266"	"3-phosphoglycerate"	"   17197"	"3-phosphoglycerate"
"vimss"	" 3475267"	"glyceric acid"	"   17198"	"glyceric acid"
"vimss"	" 3475268"	""	"   17199"	""
"vimss"	" 3475269"	""	"   17200"	""
"vimss"	" 3475271"	""	"   17201"	""
"vimss"	" 3475272"	""	"   17202"	""
"vimss"	" 3475273"	""	"   17203"	""
"vimss"	" 3475274"	""	"   17204"	""
"vimss"	" 3475275"	""	"   17205"	""
"vimss"	" 3475276"	"mannose-6-phosphate NIST"	"   17206"	"mannose-6-phosphate NIST"
"vimss"	" 3475281"	""	"   17209"	""
"vimss"	" 3475282"	"phosphoethanolamine"	"   17210"	"phosphoethanolamine"
"vimss"	" 3475283"	"mannose-6-phosphate NIST"	"   17211"	"mannose-6-phosphate NIST"
"vimss"	" 3475284"	""	"   17212"	""
"vimss"	" 3475285"	""	"   17213"	""
"vimss"	" 3475286"	""	"   17214"	""
"vimss"	" 3475287"	""	"   17215"	""
"vimss"	" 3475288"	""	"   17216"	""
"vimss"	" 3475290"	""	"   17218"	""
"vimss"	" 3475291"	""	"   17219"	""
"vimss"	" 3475293"	""	"   17221"	""
"vimss"	" 3475294"	""	"   17222"	""
"vimss"	" 3475295"	""	"   17223"	""
"vimss"	" 3475296"	""	"   17224"	""
"vimss"	" 3475297"	""	"   17225"	""
"vimss"	" 3475298"	""	"   17226"	""
"vimss"	" 3475299"	""	"   17227"	""
"vimss"	" 3475300"	""	"   17228"	""
"vimss"	" 3475301"	"glycine"	"   17229"	"glycine"
"vimss"	" 3475302"	""	"   17230"	""
"vimss"	" 3475303"	""	"   17231"	""
"vimss"	" 3475304"	""	"   17232"	""
"vimss"	" 3475305"	""	"   17233"	""
"vimss"	" 3475306"	""	"   17234"	""
"vimss"	" 3475307"	"adenosine-5-monophosphate"	"   17235"	"adenosine-5-monophosphate"
"vimss"	" 3475308"	""	"   17236"	""
"vimss"	" 3475309"	"phosphoric acid"	"   17237"	"phosphoric acid"
"vimss"	" 3475311"	""	"   17238"	""
"vimss"	" 3475313"	""	"   17239"	""
"vimss"	" 3475314"	""	"   17240"	""
"vimss"	" 3475315"	""	"   17241"	""
"vimss"	" 3475316"	""	"   17242"	""
"vimss"	" 3475317"	""	"   17243"	""
"vimss"	" 3475319"	"adenosine-5-monophosphate"	"   17244"	"adenosine-5-monophosphate"
"vimss"	" 3475320"	""	"   17245"	""
"vimss"	" 3475322"	""	"   17246"	""
"vimss"	" 3475323"	""	"   17247"	""
"vimss"	" 3475324"	""	"   17248"	""
"vimss"	" 3475325"	""	"   17249"	""
"vimss"	" 3475326"	""	"   17250"	""
"vimss"	" 3475327"	""	"   17251"	""
"vimss"	" 3475328"	""	"   17252"	""
"vimss"	" 3475329"	""	"   17253"	""
"vimss"	" 3475331"	""	"   17254"	""
"vimss"	" 3475332"	""	"   17255"	""
"vimss"	" 3475333"	""	"   17256"	""
"vimss"	" 3475334"	""	"   17257"	""
"vimss"	" 3475335"	"succinic acid"	"   17258"	"succinic acid"
"vimss"	" 3475336"	""	"   17259"	""
"vimss"	" 3475337"	"phosphoric acid"	"   17260"	"phosphoric acid"
"vimss"	" 3475339"	""	"   17262"	""
"vimss"	" 3475341"	""	"   17264"	""
"vimss"	" 3475342"	""	"   17265"	""
"vimss"	" 3475343"	""	"   17266"	""
"vimss"	" 3475344"	""	"   17267"	""
"vimss"	" 3475345"	""	"   17268"	""
"vimss"	" 3475346"	"phosphoric acid"	"   17269"	"phosphoric acid"
"vimss"	" 3475347"	""	"   17270"	""
"vimss"	" 3475348"	""	"   17271"	""
"vimss"	" 3475349"	""	"   17272"	""
"vimss"	" 3475350"	""	"   17273"	""
"vimss"	" 3475351"	""	"   17274"	""
"vimss"	" 3475352"	"mannose-6-phosphate NIST"	"   17275"	"mannose-6-phosphate NIST"
"vimss"	" 3475353"	""	"   17276"	""
"vimss"	" 3475355"	""	"   17278"	""
"vimss"	" 3475356"	"phosphoric acid"	"   17279"	"phosphoric acid"
"vimss"	" 3475357"	""	"   17280"	""
"vimss"	" 3475359"	""	" 1936962"	""
"vimss"	" 3475360"	""	"   17282"	""
"vimss"	" 3475362"	""	"   17284"	""
"vimss"	" 3475365"	""	"   17292"	""
"vimss"	" 3475366"	""	"   17293"	""
"vimss"	" 3475367"	""	"   17294"	""
"vimss"	" 3475368"	""	"   17295"	""
"vimss"	" 3475369"	""	"   17296"	""
"vimss"	" 3475370"	""	"   17297"	""
"vimss"	" 3475372"	""	"   17299"	""
"vimss"	" 3475373"	""	"   17300"	""
"vimss"	" 3475374"	""	"   17301"	""
"vimss"	" 3475375"	""	"   17302"	""
"vimss"	" 3475376"	""	"   17303"	""
"vimss"	" 3475377"	""	"   17304"	""
"vimss"	" 3475378"	""	"   17305"	""
"vimss"	" 3475379"	""	"   17306"	""
"vimss"	" 3475380"	"malic acid"	"   17307"	"malic acid"
"vimss"	" 3475381"	""	"   17308"	""
"vimss"	" 3475382"	""	"   17309"	""
"vimss"	" 3475383"	""	"   17310"	""
"vimss"	" 3475384"	""	"   17311"	""
"vimss"	" 3475385"	""	"   17312"	""
"vimss"	" 3475386"	""	"   17313"	""
"vimss"	" 3475387"	""	"   17314"	""
"vimss"	" 3475388"	""	"   17315"	""
"vimss"	" 3475390"	""	" 1936971"	""
"vimss"	" 3475391"	"phosphoethanolamine"	"   17317"	"phosphoethanolamine"
"vimss"	" 3475392"	""	"   17318"	""
"vimss"	" 3475393"	""	"   17319"	""
"vimss"	" 3475394"	""	"   17320"	""
"vimss"	" 3475395"	""	"   17321"	""
"vimss"	" 3475397"	""	"   17322"	""
"vimss"	" 3475398"	""	"   17323"	""
"vimss"	" 3475402"	""	"   17325"	""
"vimss"	" 3475403"	"phosphoric acid , phosphoric acid"	"   17326"	"phosphoric acid , phosphoric acid"
"vimss"	" 3475404"	""	"   17327"	""
"vimss"	" 3475405"	""	"   17328"	""
"vimss"	" 3475406"	""	"   17329"	""
"vimss"	" 3475408"	""	"   17330"	""
"vimss"	" 3475409"	"phosphoric acid"	"   17331"	""
"vimss"	" 3475410"	""	"   17332"	""
"vimss"	" 3475411"	""	"   17333"	""
"vimss"	" 3475412"	""	"   17334"	""
"vimss"	" 3475413"	""	"   17335"	""
"vimss"	" 3475414"	""	"   17336"	""
"vimss"	" 3475415"	""	"   17337"	""
"vimss"	" 3475418"	""	" 1936976"	""
"vimss"	" 3475420"	""	"   17341"	""
"vimss"	" 3475428"	""	"   17342"	""
"vimss"	" 3475429"	""	"   17343"	""
"vimss"	" 3475430"	""	"   17344"	""
"vimss"	" 3475431"	""	"   17345"	""
"vimss"	" 3475432"	""	" 1936986"	""
"vimss"	" 3475433"	""	"   17347"	""
"vimss"	" 3475434"	""	" 1936987"	""
"vimss"	" 3475435"	""	"   17349"	""
"vimss"	" 3475436"	""	"   17350"	""
"vimss"	" 3475437"	""	"   17351"	""
"vimss"	" 3475438"	""	"   17352"	""
"vimss"	" 3475439"	""	"   17353"	""
"vimss"	" 3475440"	""	" 1936988"	""
"vimss"	" 3475441"	""	"   17355"	""
"vimss"	" 3475442"	""	"   17356"	""
"vimss"	" 3475443"	""	"   17357"	""
"vimss"	" 3475444"	""	"   17358"	""
"vimss"	" 3475445"	"phosphoric acid"	"   17359"	""
"vimss"	" 3475446"	""	"   17360"	""
"vimss"	" 3475447"	""	"   17361"	""
"vimss"	" 3475448"	""	"   17362"	""
"vimss"	" 3475449"	""	"   17363"	""
"vimss"	" 3475450"	""	"   17364"	""
"vimss"	" 3475451"	""	"   17365"	""
"vimss"	" 3475452"	""	"   17366"	""
"vimss"	" 3475453"	""	"   17367"	""
"vimss"	" 3475454"	""	"   17368"	""
"vimss"	" 3475455"	""	"   17369"	""
"vimss"	" 3475456"	""	"   17370"	""
"vimss"	" 3475457"	""	"   17371"	""
"vimss"	" 3475458"	""	"   17372"	""
"vimss"	" 3475459"	""	"   17373"	""
"vimss"	" 3475460"	""	"   17374"	""
"vimss"	" 3475461"	""	"   17375"	""
"vimss"	" 3475462"	""	"   17376"	""
"vimss"	" 3475463"	""	"   17377"	""
"vimss"	" 3475464"	""	"   17378"	""
"vimss"	" 3475465"	""	"   17379"	""
"vimss"	" 3475466"	""	"   17380"	""
"vimss"	" 3475467"	""	"   17381"	""
"vimss"	" 3475468"	""	"   17382"	""
"vimss"	" 3475469"	""	"   17383"	""
"vimss"	" 3475470"	""	"   17384"	""
"vimss"	" 3475471"	""	"   17385"	""
"vimss"	" 3475472"	""	"   17386"	""
"vimss"	" 3475473"	""	"   17387"	""
"vimss"	" 3475474"	""	"   17388"	""
"vimss"	" 3475475"	""	"   17389"	""
"vimss"	" 3475476"	""	"   17390"	""
"vimss"	" 3475477"	""	"   17391"	""
"vimss"	" 3475478"	""	"   17392"	""
"vimss"	" 3475479"	""	"   17393"	""
"vimss"	" 3475480"	""	"   17394"	""
"vimss"	" 3475481"	""	"   17395"	""
"vimss"	" 3475482"	""	"   17396"	""
"vimss"	" 3475483"	""	"   17397"	""
"vimss"	" 3475484"	""	"   17398"	""
"vimss"	" 3475485"	""	"   17399"	""
"vimss"	" 3475486"	""	"   17400"	""
"vimss"	" 3475488"	""	"   17401"	""
"vimss"	" 3475491"	"phosphoric acid"	"   17403"	"phosphoric acid"
"vimss"	" 3475492"	""	"   17404"	""
"vimss"	" 3475493"	""	"   17405"	""
"vimss"	" 3475494"	""	"   17406"	""
"vimss"	" 3475495"	""	"   17407"	""
"vimss"	" 3475496"	""	"   17408"	""
"vimss"	" 3475497"	""	"   17409"	""
"vimss"	" 3475498"	""	"   17410"	""
"vimss"	" 3475499"	""	"   17411"	""
"vimss"	" 3475500"	""	"   17412"	""
"vimss"	" 3475501"	""	" 1936994"	""
"vimss"	" 3475502"	""	"   17413"	""
"vimss"	" 3475503"	""	"   17414"	""
"vimss"	" 3475504"	""	"   17415"	""
"vimss"	" 3475505"	""	"   17416"	""
"vimss"	" 3475506"	""	"   17417"	""
"vimss"	" 3475507"	""	"   17418"	""
"vimss"	" 3475508"	""	"   17419"	""
"vimss"	" 3475509"	""	"   17420"	""
"vimss"	" 3475510"	""	"   17421"	""
"vimss"	" 3475511"	""	"   17422"	""
"vimss"	" 3475512"	""	"   17423"	""
"vimss"	" 3475513"	""	"   17424"	""
"vimss"	" 3475514"	""	"   17426"	""
"vimss"	" 3475515"	""	"   17427"	""
"vimss"	" 3475516"	""	"   17428"	""
"vimss"	" 3475517"	""	"   17429"	""
"vimss"	" 3475518"	""	" 1936996"	""
"vimss"	" 3475519"	""	"   17431"	""
"vimss"	" 3475520"	""	"   17432"	""
"vimss"	" 3475521"	""	"   17433"	""
"vimss"	" 3475522"	"glucose-6-phosphate 1"	"   17434"	""
"vimss"	" 3475523"	""	" 1936999"	""
"vimss"	" 3475524"	"glyceric acid"	"   17437"	""
"vimss"	" 3475525"	""	"   17438"	""
"vimss"	" 3475526"	""	"   17439"	""
"vimss"	" 3475527"	""	"   17440"	""
"vimss"	" 3475528"	""	"   17441"	""
"vimss"	" 3475529"	""	"   17442"	""
"vimss"	" 3475530"	""	"   17443"	""
"vimss"	" 3475531"	""	"   17444"	""
"vimss"	" 3475532"	""	"   17445"	""
"vimss"	" 3475533"	""	" 1937003"	""
"vimss"	" 3475535"	"adenosine-5-monophosphate"	"   17447"	"adenosine-5-monophosphate"
"vimss"	" 3475536"	"phosphoric acid"	"   17448"	"phosphoric acid"
"vimss"	" 3475537"	""	"   17449"	""
"vimss"	" 3475538"	""	"   17450"	""
"vimss"	" 3475539"	""	"   17451"	""
"vimss"	" 3475540"	"phosphoric acid"	"   17452"	"phosphoric acid"
"vimss"	" 3475541"	""	" 1937004"	""
"vimss"	" 3475542"	""	"   17454"	""
"vimss"	" 3475543"	""	"   17456"	""
"vimss"	" 3475544"	""	"   17457"	""
"vimss"	" 3475546"	"phosphoric acid"	"   17459"	"phosphoric acid"
"vimss"	" 3475547"	"adenosine-5-monophosphate"	"   17460"	"adenosine-5-monophosphate"
"vimss"	" 3475549"	""	"   17461"	""
"vimss"	" 3475550"	""	"   17462"	""
"vimss"	" 3475551"	""	"   17463"	""
"vimss"	" 3475552"	""	"   17464"	""
"vimss"	" 3475553"	""	"   17465"	""
"vimss"	" 3475555"	""	"   17466"	""
"vimss"	" 3475556"	""	"   17467"	""
"vimss"	" 3475557"	""	"   17468"	""
"vimss"	" 3475558"	""	" 1937010"	""
"vimss"	" 3475559"	""	"   17470"	""
"vimss"	" 3475560"	""	"   17471"	""
"vimss"	" 3475561"	""	"   17472"	""
"vimss"	" 3475562"	""	"   17473"	""
"vimss"	" 3475563"	""	"   17474"	""
"vimss"	" 3475564"	""	"   17475"	""
"vimss"	" 3475565"	""	"   17476"	""
"vimss"	" 3475569"	""	"   17479"	""
"vimss"	" 3475570"	"phosphoric acid"	" 1937014"	"phosphoric acid"
"vimss"	" 3475571"	""	"   17481"	""
"vimss"	" 3475572"	"adenosine-5-monophosphate"	" 1937015"	"adenosine-5-monophosphate"
"vimss"	" 3475573"	""	"   17483"	""
"vimss"	" 3475574"	""	"   17484"	""
"vimss"	" 3475575"	""	"   17485"	""
"vimss"	" 3475576"	""	" 1937016"	""
"vimss"	" 3475577"	""	"   17487"	""
"vimss"	" 3475578"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"	"   17488"	"glycerol-alpha-phosphate , glycerol-alpha-phosphate"
"vimss"	" 3475583"	"phosphoric acid"	"   17490"	"phosphoric acid"
"vimss"	" 3475584"	""	"   17491"	""
"vimss"	" 3475585"	""	"   17492"	""
"vimss"	" 3475586"	"xylose 2"	"   17493"	"xylose 2"
"vimss"	" 3475587"	""	"   17494"	""
"vimss"	" 3475588"	"phosphoric acid"	"   17495"	"phosphoric acid"
"vimss"	" 3475589"	""	"   17496"	""
"vimss"	" 3475590"	""	" 1937018"	""
"vimss"	" 3475591"	"gluconic acid"	"   17498"	"gluconic acid"
"vimss"	" 3475592"	""	" 1937020"	""
"vimss"	" 3475593"	""	"   17500"	""
"vimss"	" 3475594"	""	"   17501"	""
"vimss"	" 3475596"	"glycine"	"   17502"	"glycine"
"vimss"	" 3475597"	""	"   17503"	""
"vimss"	" 3475599"	""	"   17507"	""
